nama,harga,rating,jumlah_review,link,wilayah
Home in Kecamatan Saguling - {20% off Aug} Fanawa Family Villa | 4 BR | KBP,"Rp 9,207,312",5.0,9,https://www.airbnb.com/rooms/1640666889329520443,Kabupaten Bandung Barat
Home in Batujajar - Naomi Kartika Villa in Bandung,"Rp 7,984,865",4.95,59,https://www.airbnb.com/rooms/1043268472805496526,Kabupaten Bandung Barat
Home in Kecamatan Padalarang - Tatar Banyak Sumba | Kota Baru Parahyangan,"Rp 7,070,000",New,0,https://www.airbnb.com/rooms/1741072987434523783,Kabupaten Bandung Barat
Home in Parompong - 3BR Luxury Villa Setraduta w/ Waterfall View,"Rp 15,750,000",4.75,4,https://www.airbnb.com/rooms/1691125273416383042,Kabupaten Bandung Barat
Shared room in Sumurbandung - Moku Nest | City View | Braga | Mall | Pool,"Rp 2,510,589",New,0,https://www.airbnb.com/rooms/1739775584410473772,Kabupaten Bandung Barat
Home in Lembang - Cottonwood Pavana Heated-Pool BBQ Pingpong Fitness,"Rp 28,605,103",4.93,14,https://www.airbnb.com/rooms/1385958988387987716,Kabupaten Bandung Barat
Home in Cisarua - Iremia House 2: Pool Villa,"Rp 17,513,740",4.93,97,https://www.airbnb.com/rooms/1294624273787205331,Kabupaten Bandung Barat
Apartment in Kiaracondong - Ris Estate Apartemen Gateway Ahmad Yani Bandung,"Rp 1,825,000",New,0,https://www.airbnb.com/rooms/1744969580728094185,Kabupaten Bandung Barat
Apartment in Coblong - Chroma Studio at Dago Suites Apartment Bandung,"Rp 3,327,609",5.0,52,https://www.airbnb.com/rooms/1467818632112308068,Kabupaten Bandung Barat
Apartment in Kecamatan Andir - Cozy Japanese Muji Style 2Bedroom up to 7 people,"Rp 3,229,531",4.98,41,https://www.airbnb.com/rooms/1247017594321565973,Kabupaten Bandung Barat
Villa in Pasirjambu - AVANA Riverside Villa's - Freesia 6 (With Pool),"Rp 10,912,516",5.0,7,https://www.airbnb.com/rooms/1388918947400226985,Kabupaten Bandung Barat
Apartment in Kecamatan Andir - Minimalist 2BR @Sudirman Suites Apartment Bandung,"Rp 2,761,647",4.84,167,https://www.airbnb.com/rooms/993203592250979815,Kabupaten Bandung Barat
Home in Kecamatan Cidadap - Rumah Cipaku Indah - Bandung,"Rp 6,570,057",4.9,29,https://www.airbnb.com/rooms/1030270215326931342,Kabupaten Bandung Barat
"Home in Batujajar - Wasabi House, Kota Baru Parahyangan","Rp 8,850,000",4.81,42,https://www.airbnb.com/rooms/1199764341139267102,Kabupaten Bandung Barat
Villa in Lembang - Nava Castle Lembang,"Rp 19,097,635",4.9,10,https://www.airbnb.com/rooms/1579414374374445044,Kabupaten Bandung Barat
Apartment in Kecamatan Cidadap - Art Deco Private Jacuzzi Suite For Family,"Rp 5,353,538",4.96,159,https://www.airbnb.com/rooms/619433775071810257,Kabupaten Bandung Barat
"Home in Kecamatan Antapani - RumahBojong 3BR - with Netflix, Swimming Pool","Rp 7,005,495",4.88,65,https://www.airbnb.com/rooms/1269165370721502252,Kabupaten Bandung Barat
Apartment in Andir - Apartment Sudirman Suites | 2BR | 2nd Floor,"Rp 2,862,300",4.82,17,https://www.airbnb.com/rooms/1454816682909418941,Kabupaten Bandung Barat
Apartment in Kecamatan Cidadap - Parahyangan residence 2BR by enisan japan concept,"Rp 4,634,616",4.95,42,https://www.airbnb.com/rooms/1003089684418896668,Kabupaten Bandung Barat
Home in Ngamprah - Staycation at La Casa de Zura,"Rp 2,894,905",4.98,48,https://www.airbnb.com/rooms/1429535053138784073,Kabupaten Bandung Barat
Home in Lembang - Lembang Villa with Rooftop Jacuzzi - EV Ready,"Rp 6,926,000",4.67,3,https://www.airbnb.com/rooms/1722801532879870647,Kabupaten Bandung Barat
Home in Parompong - Villa Noesae,"Rp 61,623,558",5.0,6,https://www.airbnb.com/rooms/1414942321733786754,Kabupaten Bandung Barat
Villa in Lembang - Goy Villa Lembang,"Rp 17,209,574",4.98,80,https://www.airbnb.com/rooms/629957490327779346,Kabupaten Bandung Barat
Home in Kecamatan Cicendo - Westhoff Premium Dutch House Citi Center,"Rp 22,281,322",4.99,111,https://www.airbnb.com/rooms/46255336,Kabupaten Bandung Barat
Nature lodge in Bandung - Wind’s Cabin (Regular Package),"Rp 1,997,060",4.95,99,https://www.airbnb.com/rooms/46127210,Kabupaten Bandung Barat
Home in Lembang - Villa Lumina | Dago | Jacuzi | Billiard | Netflix,"Rp 11,240,593",4.73,15,https://www.airbnb.com/rooms/1609180232178837599,Kabupaten Bandung Barat
Townhouse in Bojongsoang - Cozzzy Home – Private 3BR House in Podomoro Park,"Rp 4,992,672",5.0,6,https://www.airbnb.com/rooms/1655440221646684733,Kabupaten Bandung Barat
Home in Lembang - Vintianish Lembang House,"Rp 12,259,615",4.79,42,https://www.airbnb.com/rooms/36000152,Kabupaten Bandung Barat
Apartment in Kecamatan Andir - Airy 1 BR | Sudirman Suites Apartment | 21 RW 08,"Rp 2,244,943",4.9,92,https://www.airbnb.com/rooms/964422381448995818,Kabupaten Bandung Barat
Villa in Parompong - Silas House - Midcentury Villa with Onsen,"Rp 21,016,486",4.9,40,https://www.airbnb.com/rooms/1136088355197125723,Kabupaten Bandung Barat
Villa in Parompong - Villa Alam 1 - Komplek Graha Puspa by Your Home,"Rp 14,495,000",New,0,https://www.airbnb.com/rooms/1723622087445025075,Kabupaten Bandung Barat
Farm stay in Lembang - 4BR Villa on a 6400 sqm Estate with Panoramic View,"Rp 20,049,000",5.0,7,https://www.airbnb.com/rooms/1509273805648181192,Kabupaten Bandung Barat
Cabin in Pasirjambu - AVANA Riverside Villa's - Freesia 4 (With Pool),"Rp 11,538,644",5.0,5,https://www.airbnb.com/rooms/1411244153152237240,Kabupaten Bandung Barat
Home in Sukasari - Rumah Taman Family Guest House - Sersan Bajuri,"Rp 8,022,474",4.8,293,https://www.airbnb.com/rooms/4961192,Kabupaten Bandung Barat
Villa in Cimenyan - Villa Wezu Dago Bandung,"Rp 26,703,542",5.0,76,https://www.airbnb.com/rooms/1020506021481813014,Kabupaten Bandung Barat
"Home in Batujajar - Hanna Home KBP (3BR/8Pax): Wheelchair, IKEA, Wahoo","Rp 4,678,826",4.88,8,https://www.airbnb.com/rooms/1221029486933673783,Kabupaten Bandung Barat
Home in Parompong - Hizam House Setiabudi Lembang UPI PVJ Bandung,"Rp 9,107,145",4.83,64,https://www.airbnb.com/rooms/1158608177450685551,Kabupaten Bandung Barat
Home in Padalarang - Sewa Rumah Harian Full Furnished,"Rp 6,504,709",5.0,4,https://www.airbnb.com/rooms/1485366319317149854,Kabupaten Bandung Barat
Home in Kabupaten Bandung Barat - TwelveStones at KBP|Heated pool/private onsen,"Rp 12,500,000",5.0,20,https://www.airbnb.com/rooms/989610227178440274,Kabupaten Bandung Barat
"Home in Parompong - Villa Apurva Bandung, a tranquil and comfy escape!","Rp 34,235,310",N/A,0,https://www.airbnb.com/rooms/1653432957613184294,Kabupaten Bandung Barat
Villa in Kota Baru Parahyangan - Saraya Villa by Kozystay | Near Whoosh | KBP,"Rp 8,099,370",New,0,https://www.airbnb.com/rooms/1670716936138504829,Kabupaten Bandung Barat
Home in Cimenyan - North Castle Infinity Pool. Quiet hours after 9PM,"Rp 11,633,217",4.84,44,https://www.airbnb.com/rooms/1246264212186773576,Kabupaten Bandung Barat
"Home in Parompong - Villa Amethyst J-09 5BR,Privatepool,Billiard","Rp 27,901,778",N/A,0,https://www.airbnb.com/rooms/1690950231965819648,Kabupaten Bandung Barat
Room in Bandung Wetan - The Gempol Room - Aesthetic and Strategic 4,"Rp 1,412,207",4.94,17,https://www.airbnb.com/rooms/1530349993770468582,Kabupaten Bandung Barat
Apartment in Sumur Bandung - Braga City Walk 3BR Apartment - Homy & Spacious,"Rp 7,822,802",4.76,347,https://www.airbnb.com/rooms/18342222,Kabupaten Bandung Barat
Villa in Parompong - Villa Daun Trinity,"Rp 26,500,000",4.55,20,https://www.airbnb.com/rooms/1373674048556717736,Kabupaten Bandung Barat
"Home in Padalarang, Bandung - Manna Tatami House KBP Bandung near Wahoo, Whoosh","Rp 7,415,000",N/A,0,https://www.airbnb.com/rooms/1492456104208864497,Kabupaten Bandung Barat
"Home in Babakan Ciparay - The Sakura House - Casa 99 Bandung, near Paskal 23","Rp 19,973,606",5.0,9,https://www.airbnb.com/rooms/1442533040984761797,Kabupaten Bandung Barat
"Home in Bandung Wetan - ""WITTE HUIS"",  a beautiful ""art deco"" house","Rp 6,947,115",4.92,234,https://www.airbnb.com/rooms/34048078,Kabupaten Bandung Barat
Apartment in Kecamatan Cicendo - New Brilliant 3BR Landmark Residence | Paskal 23,"Rp 7,303,533",4.9,111,https://www.airbnb.com/rooms/776115478737078759,Kabupaten Bandung Barat
Villa in Cimenyan - 7BR Dago Pakar | Private Pool + BBQ | 14 Guests,"Rp 40,865,390",5.0,34,https://www.airbnb.com/rooms/842242683512448720,Kabupaten Bandung Barat
Villa in Coblong - Bukit Dago Palace 22,"Rp 25,960,000",4.78,194,https://www.airbnb.com/rooms/15416496,Kabupaten Bandung Barat
"Home in Cimenyan - Villa Imageo Dago – 4BR, Pool, Karaoke, Biliar","Rp 16,684,485",4.8,10,https://www.airbnb.com/rooms/1570083785180741783,Kabupaten Bandung Barat
"Home in Kecamatan Sukajadi - Spacious 4BR Villa ParisVanJava, Pasteur, Paskal","Rp 9,892,233",4.87,15,https://www.airbnb.com/rooms/1385448894932972520,Kabupaten Bandung Barat
Guest suite in Kecamatan Sukajadi - Beautiful Living Garden Pasteur,"Rp 7,555,672",4.96,83,https://www.airbnb.com/rooms/1043230693114228999,Kabupaten Bandung Barat
Villa in Parompong - Montrii House - Alvar Suite- Mid Century Villa,"Rp 16,054,260",4.97,35,https://www.airbnb.com/rooms/562498271762366418,Kabupaten Bandung Barat
"Villa in Bandung - ""Cipaku Rumah Villa""","Rp 14,721,183",4.95,329,https://www.airbnb.com/rooms/17773568,Kabupaten Bandung Barat
Apartment in Cicendo - 2BR Apartment Homy Living at Gateway Pasteur,"Rp 2,929,844",5.0,6,https://www.airbnb.com/rooms/1672978017108497030,Kabupaten Bandung Barat
